State,Function,FT_Emp,FT_Dollar,PT_Emp,PT_Dollar,FTE_Emp,FTPT_Emp,Total,Spending,Spend_Mil
MI,Natural Resources,"3,762","20,715,401",777,"1,424,648","4,178","4,539","22,140,049",22140049,22.140049
MI,Water Supply,"3,953","19,622,608",345,"340,053","4,073","4,298","19,962,661",19962661,19.962661
MI,Electric Power,730,"5,288,314",44,"47,655",740,774,"5,335,969",5335969,5.335969
MI,Gas Supply,0,0,0,0,0,0,0,0,0
MI,Transit,"4,419","16,752,205","1,203","1,955,392","5,214","5,622","18,707,597",18707597,18.707597
MI,Education,"199,330","1,125,495,476","123,460","192,402,650","251,525","322,790","1,317,898,126",1317898126,1317.898126
MI,Libraries,"2,519","10,467,088","4,562","5,170,246","4,537","7,081","15,637,334",15637334,15.637334
MI,State liquor stores,0,0,0,0,0,0,0,0,0
MI,All other and unallocable,"11,160","58,093,160","4,841","4,615,289","12,408","16,001","62,708,449",62708449,62.708449
MN,Financial Administration,"10,806","72,741,198","2,766","2,726,381","11,406","13,572","75,467,579",75467579,75.467579
MN,Other Government Administration,"5,936","35,499,004","10,132","4,724,886","6,844","16,068","40,223,890",40223890,40.22389
MN,Judicial and Legal,"6,380","42,578,516",806,"2,666,225","6,877","7,186","45,244,741",45244741,45.244741
MN,Police Protection,"12,339","85,610,693","1,338","1,794,690","12,865","13,677","87,405,383",87405383,87.405383
MN,Fire Protection,"2,344","17,592,883","6,596","2,356,175","3,231","8,940","19,949,058",19949058,19.949058
MN,Corrections,"9,822","56,796,327",733,"1,771,092","10,291","10,555","58,567,419",58567419,58.567419
MN,Highways,"11,367","65,340,052",984,"1,372,870","11,706","12,351","66,712,922",66712922,66.712922
MN,Air Transportation,721,"5,633,579",90,"233,843",761,811,"5,867,422",5867422,5.867422
MN,Sea and Inland Port Facilities,30,"263,153",1,886,30,31,"264,039",264039,0.264039
MN,Public Welfare,"13,581","77,354,788","2,063","6,410,335","15,342","15,644","83,765,123",83765123,83.765123
MN,Health,"6,096","37,290,851","3,651","5,002,380","7,114","9,747","42,293,231",42293231,42.293231
MN,Hospitals,"7,232","42,931,411","3,065","10,259,874","9,676","10,297","53,191,285",53191285,53.191285
MN,Social Insurance Administration,925,"5,158,162",48,"141,010",954,973,"5,299,172",5299172,5.299172
MN,Solid Waste Management,"1,056","5,871,628",240,"261,735","1,141","1,296","6,133,363",6133363,6.133363
MN,Sewerage,"1,865","11,941,929",297,"306,010","1,946","2,162","12,247,939",12247939,12.247939
MN,Parks and Recreation,"3,395","18,968,410","4,669","3,261,071","4,668","8,064","22,229,481",22229481,22.229481
MN,Housing & Community Development,"1,659","10,203,702",519,"498,330","1,830","2,178","10,702,032",10702032,10.702032
MN,Natural Resources,"3,852","22,114,815",968,"1,653,944","4,277","4,820","23,768,759",23768759,23.768759
MN,Water Supply,"1,627","9,952,206",248,"187,593","1,683","1,875","10,139,799",10139799,10.139799
MN,Electric Power,795,"5,888,089",91,"82,165",819,886,"5,970,254",5970254,5.970254
MN,Gas Supply,159,"964,129",3,"1,147",160,162,"965,276",965276,0.965276
MN,Transit,"3,200","19,518,493",610,"1,524,833","3,551","3,810","21,043,326",21043326,21.043326
MN,Education,"146,130","802,664,249","73,835","112,615,543","175,929","219,965","915,279,792",915279792,915.279792
MN,Libraries,"1,538","7,989,020","2,050","2,902,447","2,496","3,588","10,891,467",10891467,10.891467
MN,State liquor stores,0,0,0,0,0,0,0,0,0
MN,All other and unallocable,"7,433","43,229,980","5,665","4,405,174","9,224","13,098","47,635,154",47635154,47.635154
MS,Financial Administration,"3,706","14,424,950",326,"313,962","3,862","4,032","14,738,912",14738912,14.738912
MS,Other Government Administration,"2,277","8,301,560","1,394","1,215,518","2,680","3,671","9,517,078",9517078,9.517078
MS,Judicial and Legal,"2,644","9,870,713",742,"801,964","2,857","3,386","10,672,677",10672677,10.672677
MS,Police Protection,"8,715","32,353,610","1,591","1,443,034","9,335","10,306","33,796,644",33796644,33.796644
MS,Fire Protection,"3,390","12,551,612",532,"340,377","3,510","3,922","12,891,989",12891989,12.891989
MS,Corrections,"4,269","12,314,281",356,"298,193","4,414","4,625","12,612,474",12612474,12.612474
MS,Highways,"7,092","22,349,092",338,"382,387","7,272","7,430","22,731,479",22731479,22.731479
MS,Air Transportation,120,"510,052",47,"49,908",139,167,"559,960",559960,0.55996
MS,Sea and Inland Port Facilities,135,"825,344",24,"16,001",146,159,"841,345",841345,0.841345
MS,Public Welfare,"4,453","13,718,781",215,"335,012","4,541","4,668","14,053,793",14053793,14.053793
MS,Health,"2,966","11,551,148",140,"194,011","3,020","3,106","11,745,159",11745159,11.745159
MS,Hospitals,"28,958","127,656,356","5,545","12,400,779","32,326","34,503","140,057,135",140057135,140.057135
MS,Social Insurance Administration,535,"2,013,792",170,"449,566",695,705,"2,463,358",2463358,2.463358
MS,Solid Waste Management,997,"2,547,435",172,"171,673","1,089","1,169","2,719,108",2719108,2.719108
MS,Sewerage,677,"2,259,996",31,"22,647",684,708,"2,282,643",2282643,2.282643
MS,Parks and Recreation,"1,547","4,699,364",573,"454,619","1,770","2,120","5,153,983",5153983,5.153983
MS,Housing & Community Development,927,"3,261,212",69,"50,286",950,996,"3,311,498",3311498,3.311498
MS,Natural Resources,"2,769","10,036,668",973,"858,251","3,143","3,742","10,894,919",10894919,10.894919
MS,Water Supply,"1,275","4,246,662",108,"100,564","1,304","1,383","4,347,226",4347226,4.347226
MS,Electric Power,467,"2,063,391",21,"24,672",475,488,"2,088,063",2088063,2.088063
MS,Gas Supply,191,"676,571",5,"9,088",193,196,"685,659",685659,0.685659
MS,Transit,154,"450,013",12,"8,878",158,166,"458,891",458891,0.458891
MS,Education,"86,936","340,056,269","18,638","18,957,224","93,588","105,574","359,013,493",359013493,359.013493
MS,Libraries,768,"1,903,633",337,"195,289",886,"1,105","2,098,922",2098922,2.098922
MS,State liquor stores,90,"240,205",0,0,90,90,"240,205",240205,0.240205
MS,All other and unallocable,"3,585","12,708,807",449,"342,204","3,752","4,034","13,051,011",13051011,13.051011
MO,Financial Administration,"6,367","26,166,608",934,"892,763","6,700","7,301","27,059,371",27059371,27.059371
MO,Other Government Administration,"4,560","19,496,371","2,888","1,707,868","5,005","7,448","21,204,239",21204239,21.204239
MO,Judicial and Legal,"7,356","32,580,765","1,203","1,395,670","7,853","8,559","33,976,435",33976435,33.976435
MO,Police Protection,"18,168","88,568,889","1,297","1,225,590","18,658","19,465","89,794,479",89794479,89.794479
MO,Fire Protection,"7,311","45,388,077","1,984","885,950","7,609","9,295","46,274,027",46274027,46.274027
MO,Corrections,"13,794","42,094,693",424,"442,403","13,959","14,218","42,537,096",42537096,42.537096
MO,Highways,"11,224","41,289,992",558,"623,834","11,405","11,782","41,913,826",41913826,41.913826
MO,Air Transportation,"1,006","4,292,239",59,"60,755","1,035","1,065","4,352,994",4352994,4.352994
MO,Sea and Inland Port Facilities,6,"57,163",7,"2,963",6,13,"60,126",60126,0.060126
MO,Public Welfare,"8,610","27,362,538",933,"924,761","9,012","9,543","28,287,299",28287299,28.287299
MO,Health,"6,038","24,720,512","1,618","1,982,496","6,688","7,656","26,703,008",26703008,26.703008
MO,Hospitals,"20,684","94,773,168","5,100","11,572,965","23,336","25,784","106,346,133",106346133,106.346133
MO,Social Insurance Administration,385,"1,334,372",18,"23,514",388,403,"1,357,886",1357886,1.357886
MO,Solid Waste Management,778,"2,935,038",106,"103,936",838,884,"3,038,974",3038974,3.038974
MO,Sewerage,"2,594","12,984,779",229,"209,615","2,664","2,823","13,194,394",13194394,13.194394
MO,Parks and Recreation,"3,574","14,026,303","5,545","3,147,907","5,219","9,119","17,174,210",17174210,17.17421
MO,Housing & Community Development,"1,461","6,122,655",272,"209,320","1,587","1,733","6,331,975",6331975,6.331975
MO,Natural Resources,"2,410","9,233,289",591,"726,924","2,708","3,001","9,960,213",9960213,9.960213
MO,Water Supply,"3,183","13,177,521",703,"551,848","3,432","3,886","13,729,369",13729369,13.729369
MO,Electric Power,"1,174","7,524,852",34,"49,378","1,189","1,208","7,574,230",7574230,7.57423
MO,Gas Supply,152,"860,862",2,"2,052",154,154,"862,914",862914,0.862914
MO,Transit,"3,035","13,690,733",193,"282,442","3,136","3,228","13,973,175",13973175,13.973175
MO,Education,"156,177","643,732,815","52,567","53,194,330","173,659","208,744","696,927,145",696927145,696.927145
MO,Libraries,"2,187","7,996,625","2,588","2,653,716","3,255","4,775","10,650,341",10650341,10.650341
MO,State liquor stores,0,0,0,0,0,0,0,0,0
MO,All other and unallocable,"7,174","30,463,094",955,"1,128,360","7,546","8,129","31,591,454",31591454,31.591454
MT,Financial Administration,"1,809","8,175,995",182,"324,714","1,909","1,991","8,500,709",8500709,8.500709
MT,Other Government Administration,"1,016","5,062,291",604,"350,710","1,128","1,620","5,413,001",5413001,5.413001
MT,Judicial and Legal,"1,752","9,019,864",274,"596,230","1,879","2,026","9,616,094",9616094,9.616094
MT,Police Protection,"2,602","14,160,572",170,"211,393","2,673","2,772","14,371,965",14371965,14.371965
MT,Fire Protection,701,"4,746,342",272,"111,941",737,973,"4,858,283",4858283,4.858283
MT,Corrections,"1,934","8,085,693",107,"256,734","2,000","2,041","8,342,427",8342427,8.342427
MT,Highways,"3,121","15,321,657",206,"393,619","3,224","3,327","15,715,276",15715276,15.715276
MT,Air Transportation,167,"901,810",60,"60,423",182,227,"962,233",962233,0.962233
MT,Sea and Inland Port Facilities,9,"41,291",1,316,9,10,"41,607",41607,0.041607
MT,Public Welfare,"1,711","7,579,555",447,"903,052","1,957","2,158","8,482,607",8482607,8.482607
MT,Health,"1,714","8,625,624",534,"1,090,225","1,947","2,248","9,715,849",9715849,9.715849
MT,Hospitals,842,"3,609,097",329,"602,541","1,012","1,171","4,211,638",4211638,4.211638
MT,Social Insurance Administration,628,"3,337,764",36,"99,497",651,664,"3,437,261",3437261,3.437261
MT,Solid Waste Management,361,"1,514,816",82,"87,214",395,443,"1,602,030",1602030,1.60203
MT,Sewerage,282,"1,283,147",103,"50,367",297,385,"1,333,514",1333514,1.333514
MT,Parks and Recreation,532,"2,106,266",359,"241,569",645,891,"2,347,835",2347835,2.347835
MT,Housing & Community Development,293,"1,308,794",30,"45,132",299,323,"1,353,926",1353926,1.353926
MT,Natural Resources,"1,508","7,287,928",426,"574,350","1,691","1,934","7,862,278",7862278,7.862278
MT,Water Supply,461,"2,140,445",190,"116,668",492,651,"2,257,113",2257113,2.257113
MT,Electric Power,3,"18,027",0,0,3,3,"18,027",18027,0.018027
MT,Gas Supply,0,0,0,0,0,0,0,0,0
MT,Transit,223,"862,083",47,"96,095",257,270,"958,178",958178,0.958178
MT,Education,"26,997","110,879,871","16,968","19,095,423","33,103","43,965","129,975,294",129975294,129.975294
MT,Libraries,263,"915,331",302,"351,801",404,565,"1,267,132",1267132,1.267132
MT,State liquor stores,29,"145,493",2,"2,913",30,31,"148,406",148406,0.148406
MT,All other and unallocable,"2,004","10,400,237",404,"520,405","2,170","2,408","10,920,642",10920642,10.920642
NE,Financial Administration,"2,396","10,648,987",498,"447,949","2,548","2,894","11,096,936",11096936,11.096936
NE,Other Government Administration,"1,840","7,414,307","2,187","800,675","2,058","4,027","8,214,982",8214982,8.214982
NE,Judicial and Legal,"2,045","11,502,392",248,"311,989","2,153","2,293","11,814,381",11814381,11.814381
NE,Police Protection,"4,957","29,457,856",366,"470,888","5,113","5,323","29,928,744",29928744,29.928744
NE,Fire Protection,"1,415","10,748,326",387,"154,193","1,494","1,802","10,902,519",10902519,10.902519
NE,Corrections,"4,931","22,376,835",159,"286,595","5,002","5,090","22,663,430",22663430,22.66343
NE,Highways,"5,061","22,035,764",419,"474,806","5,218","5,480","22,510,570",22510570,22.51057
NE,Air Transportation,259,"1,528,691",106,"147,320",304,365,"1,676,011",1676011,1.676011
NE,Sea and Inland Port Facilities,0,0,0,0,0,0,0,0,0
NE,Public Welfare,"3,253","12,290,724",487,"742,050","3,488","3,740","13,032,774",13032774,13.032774
NE,Health,"1,161","6,038,900",432,"742,231","1,303","1,593","6,781,131",6781131,6.781131
NE,Hospitals,"6,200","30,632,258","1,185","2,271,456","6,857","7,385","32,903,714",32903714,32.903714
NE,Social Insurance Administration,219,"977,940",7,"16,555",223,226,"994,495",994495,0.994495
NE,Solid Waste Management,339,"1,535,448",131,"119,042",386,470,"1,654,490",1654490,1.65449
NE,Sewerage,547,"2,639,916",88,"69,108",565,635,"2,709,024",2709024,2.709024
NE,Parks and Recreation,"1,011","4,586,234","1,461","855,571","1,474","2,472","5,441,805",5441805,5.441805
NE,Housing & Community Development,560,"2,427,745",287,"263,925",665,847,"2,691,670",2691670,2.69167
NE,Natural Resources,"1,500","6,316,203",322,"442,478","1,617","1,822","6,758,681",6758681,6.758681
NE,Water Supply,"1,009","5,902,912",193,"137,700","1,062","1,202","6,040,612",6040612,6.040612
NE,Electric Power,"5,829","52,584,074",231,"407,867","5,946","6,060","52,991,941",52991941,52.991941
NE,Gas Supply,489,"3,585,670",5,"13,124",492,494,"3,598,794",3598794,3.598794
NE,Transit,427,"2,071,004",64,"61,854",454,491,"2,132,858",2132858,2.132858
NE,Education,"63,104","298,727,866","31,362","31,753,623","76,031","94,466","330,481,489",330481489,330.481489
NE,Libraries,421,"1,880,195",904,"898,472",805,"1,325","2,778,667",2778667,2.778667
NE,State liquor stores,0,0,0,0,0,0,0,0,0
NE,All other and unallocable,"3,182","14,949,984",607,"457,808","3,334","3,789","15,407,792",15407792,15.407792
NV,Financial Administration,"3,135","17,535,976",66,"83,775","3,171","3,201","17,619,751",17619751,17.619751
NV,Other Government Administration,"2,737","16,674,744",151,"198,612","2,796","2,888","16,873,356",16873356,16.873356
NV,Judicial and Legal,"4,024","27,550,457",243,"322,599","4,129","4,267","27,873,056",27873056,27.873056
NV,Police Protection,"8,727","65,143,499",305,"314,557","8,833","9,032","65,458,056",65458056,65.458056
NV,Fire Protection,"2,742","25,999,799",147,"129,581","2,797","2,889","26,129,380",26129380,26.12938
NV,Corrections,"6,164","38,697,700",142,"177,140","6,220","6,306","38,874,840",38874840,38.87484
NV,Highways,"2,849","16,011,038",23,"20,014","2,853","2,872","16,031,052",16031052,16.031052
NV,Air Transportation,"1,742","9,790,455",71,"67,333","1,799","1,813","9,857,788",9857788,9.857788
NV,Sea and Inland Port Facilities,0,0,0,0,0,0,0,0,0
NV,Public Welfare,"3,985","20,226,096",258,"273,597","4,089","4,243","20,499,693",20499693,20.499693
NV,Health,"2,447","13,768,072",90,"201,700","2,479","2,537","13,969,772",13969772,13.969772
NV,Hospitals,"5,435","33,577,182",723,"2,246,822","5,811","6,158","35,824,004",35824004,35.824004
NV,Social Insurance Administration,414,"1,926,812",1,"1,032",414,415,"1,927,844",1927844,1.927844
NV,Solid Waste Management,123,"576,650",3,"1,976",123,126,"578,626",578626,0.578626
NV,Sewerage,"1,033","6,954,182",65,"84,847","1,054","1,098","7,039,029",7039029,7.039029
NV,Parks and Recreation,"1,755","9,928,607","4,073","3,314,202","3,194","5,828","13,242,809",13242809,13.242809
NV,Housing & Community Development,471,"2,689,504",34,"38,252",483,505,"2,727,756",2727756,2.727756
NV,Natural Resources,"1,015","5,634,192",97,"199,545","1,049","1,112","5,833,737",5833737,5.833737
NV,Water Supply,"2,091","17,018,033",103,"130,992","2,134","2,194","17,149,025",17149025,17.149025
NV,Electric Power,120,"842,420",12,"10,973",148,132,"853,393",853393,0.853393
NV,Gas Supply,0,0,0,0,0,0,0,0,0
NV,Transit,73,"554,502",1,"2,969",74,74,"557,471",557471,0.557471
NV,Education,"47,762","246,377,310","24,914","37,086,540","59,615","72,676","283,463,850",283463850,283.46385
NV,Libraries,633,"3,393,882",541,"694,995",854,"1,174","4,088,877",4088877,4.088877
NV,State liquor stores,0,0,0,0,0,0,0,0,0
NV,All other and unallocable,"3,920","22,672,503",270,"390,833","4,108","4,190","23,063,336",23063336,23.063336
NH,Financial Administration,"1,783","9,616,641",659,"777,924","2,034","2,442","10,394,565",10394565,10.394565
NH,Other Government Administration,972,"5,367,513","1,242","1,004,144","1,210","2,214","6,371,657",6371657,6.371657
NH,Judicial and Legal,"1,037","5,760,117",369,"786,085","1,200","1,406","6,546,202",6546202,6.546202
NH,Police Protection,"3,677","23,281,001",884,"1,144,767","4,034","4,561","24,425,768",24425768,24.425768
NH,Fire Protection,"1,706","11,364,189","1,697","871,623","2,093","3,403","12,235,812",12235812,12.235812
NH,Corrections,"1,678","9,512,307",123,"249,280","1,752","1,801","9,761,587",9761587,9.761587
NH,Highways,"2,966","14,051,409",337,"451,662","3,134","3,303","14,503,071",14503071,14.503071
NH,Air Transportation,111,"651,092",45,"76,918",144,156,"728,010",728010,0.72801
NH,Sea and Inland Port Facilities,5,"27,101",4,"5,144",6,9,"32,245",32245,0.032245
NH,Public Welfare,"3,638","16,030,691","1,279","2,122,254","4,228","4,917","18,152,945",18152945,18.152945
NH,Health,957,"5,328,690",216,"256,192","1,037","1,173","5,584,882",5584882,5.584882
NH,Hospitals,527,"2,700,680",83,"127,433",576,610,"2,828,113",2828113,2.828113
NH,Social Insurance Administration,233,"1,067,112",29,"53,317",248,262,"1,120,429",1120429,1.120429
NH,Solid Waste Management,352,"1,599,364",328,"335,930",512,680,"1,935,294",1935294,1.935294
NH,Sewerage,383,"1,915,955",35,"31,082",393,418,"1,947,037",1947037,1.947037
NH,Parks and Recreation,512,"2,237,983",914,"621,114",843,"1,426","2,859,097",2859097,2.859097
NH,Housing & Community Development,364,"1,733,482",98,"125,422",404,462,"1,858,904",1858904,1.858904
NH,Natural Resources,375,"2,023,282",95,"126,505",412,470,"2,149,787",2149787,2.149787
NH,Water Supply,503,"2,704,438",182,"147,190",543,685,"2,851,628",2851628,2.851628
NH,Electric Power,7,"57,781",5,"4,677",9,12,"62,458",62458,0.062458
NH,Gas Supply,0,0,0,0,0,0,0,0,0
NH,Transit,122,"584,486",86,"155,940",171,208,"740,426",740426,0.740426
NH,Education,"34,145","164,344,829","16,163","22,772,120","41,259","50,308","187,116,949",187116949,187.116949
NH,Libraries,409,"1,863,694",989,"1,065,671",825,"1,398","2,929,365",2929365,2.929365
NH,State liquor stores,334,"1,539,374",824,"883,448",706,"1,158","2,422,822",2422822,2.422822
NH,All other and unallocable,"1,789","9,362,382","1,555","1,277,645","2,187","3,344","10,640,027",10640027,10.640027
NJ,Financial Administration,"9,794","56,841,406","1,963","3,111,501","10,542","11,757","59,952,907",59952907,59.952907
NJ,Other Government Administration,"6,784","39,424,724","3,721","3,860,394","7,618","10,505","43,285,118",43285118,43.285118
NJ,Judicial and Legal,"19,265","126,835,812","1,708","2,947,744","19,833","20,973","129,783,556",129783556,129.783556
NJ,Police Protection,"32,635","268,190,165","8,344","9,997,151","35,782","40,979","278,187,316",278187316,278.187316
NJ,Fire Protection,"7,557","60,389,114","2,204","2,206,292","8,186","9,761","62,595,406",62595406,62.595406
NJ,Corrections,"13,925","93,589,302",155,"343,831","14,014","14,080","93,933,133",93933133,93.933133
NJ,Highways,"13,873","79,363,811","1,283","1,874,718","14,600","15,156","81,238,529",81238529,81.238529
NJ,Air Transportation,33,"144,914",14,"5,229",42,47,"150,143",150143,0.150143
NJ,Sea and Inland Port Facilities,109,"578,082",4,"4,588",109,113,"582,670",582670,0.58267
NJ,Public Welfare,"16,658","94,227,530","1,055","1,742,523","17,188","17,713","95,970,053",95970053,95.970053
NJ,Health,"7,161","38,115,787","2,313","4,511,245","8,075","9,474","42,627,032",42627032,42.627032
NJ,Hospitals,"14,269","72,119,711","1,601","4,709,237","15,189","15,870","76,828,948",76828948,76.828948
NJ,Social Insurance Administration,"1,239","7,156,972",63,"203,996","1,282","1,302","7,360,968",7360968,7.360968
NJ,Solid Waste Management,"4,365","22,887,813",701,"891,795","4,728","5,066","23,779,608",23779608,23.779608
NJ,Sewerage,"4,272","27,286,010",325,"320,016","4,352","4,597","27,606,026",27606026,27.606026
NJ,Parks and Recreation,"4,899","24,577,345","5,023","4,271,121","6,505","9,922","28,848,466",28848466,28.848466
NJ,Housing & Community Development,"2,786","14,199,626",709,"1,222,275","3,128","3,495","15,421,901",15421901,15.421901
NJ,Natural Resources,"2,384","16,194,768",447,"1,115,796","2,581","2,831","17,310,564",17310564,17.310564
NJ,Water Supply,"2,243","12,941,737",179,"210,419","2,290","2,422","13,152,156",13152156,13.152156
NJ,Electric Power,194,"1,610,927",45,"65,420",213,239,"1,676,347",1676347,1.676347
NJ,Gas Supply,0,0,0,0,0,0,0,0,0
NJ,Transit,"11,482","76,384,384",835,"1,585,834","11,872","12,317","77,970,218",77970218,77.970218
NJ,Education,"238,944","1,578,169,466","90,136","130,954,446","274,702","329,080","1,709,123,912",1709123912,1709.123912
NJ,Libraries,"3,216","14,818,489","3,461","3,798,265","4,579","6,677","18,616,754",18616754,18.616754
NJ,State liquor stores,0,0,0,0,0,0,0,0,0
NJ,All other and unallocable,"12,959","75,769,476","3,129","5,233,719","14,002","16,088","81,003,195",81003195,81.003195
NM,Financial Administration,"3,836","18,355,602",128,"155,147","3,924","3,964","18,510,749",18510749,18.510749
NM,Other Government Administration,"2,356","10,520,353",329,"260,995","2,439","2,685","10,781,348",10781348,10.781348
NM,Judicial and Legal,"3,847","19,396,787",149,"234,745","3,905","3,996","19,631,532",19631532,19.631532
NM,Police Protection,"5,724","31,783,740",279,"225,466","5,824","6,003","32,009,206",32009206,32.009206
NM,Fire Protection,"2,734","15,841,037",346,"102,726","2,771","3,080","15,943,763",15943763,15.943763
NM,Corrections,"5,907","24,615,558",68,"177,726","5,954","5,975","24,793,284",24793284,24.793284
NM,Highways,"3,694","14,574,913",23,"19,692","3,704","3,717","14,594,605",14594605,14.594605
NM,Air Transportation,323,"1,412,032",13,"14,936",330,336,"1,426,968",1426968,1.426968
NM,Sea and Inland Port Facilities,0,0,0,0,0,0,0,0,0
NM,Public Welfare,"2,300","9,160,343",164,"209,648","2,383","2,464","9,369,991",9369991,9.369991
NM,Health,"3,021","13,727,995",134,"393,010","3,089","3,155","14,121,005",14121005,14.121005
NM,Hospitals,"8,666","44,882,707","1,063","2,732,252","9,263","9,729","47,614,959",47614959,47.614959
NM,Social Insurance Administration,299,"938,833",6,"8,800",305,305,"947,633",947633,0.947633
NM,Solid Waste Management,"1,067","3,801,478",52,"57,217","1,095","1,119","3,858,695",3858695,3.858695
NM,Sewerage,575,"2,544,633",17,"19,074",584,592,"2,563,707",2563707,2.563707
NM,Parks and Recreation,"2,557","8,982,222","1,386","1,178,382","3,249","3,943","10,160,604",10160604,10.160604
NM,Housing & Community Development,456,"1,869,856",19,"22,372",464,475,"1,892,228",1892228,1.892228
NM,Natural Resources,"1,498","6,683,437",220,"145,302","1,547","1,718","6,828,739",6828739,6.828739
NM,Water Supply,987,"4,372,530",35,"28,821","1,001","1,022","4,401,351",4401351,4.401351
NM,Electric Power,258,"1,652,587",2,"5,731",260,260,"1,658,318",1658318,1.658318
NM,Gas Supply,113,"466,900",7,"1,939",113,120,"468,839",468839,0.468839
NM,Transit,918,"3,501,709",71,"141,926",972,989,"3,643,635",3643635,3.643635
NM,Education,"58,684","254,958,867","22,069","28,013,382","66,152","80,753","282,972,249",282972249,282.972249
NM,Libraries,459,"1,568,028",250,"279,658",566,709,"1,847,686",1847686,1.847686
NM,State liquor stores,0,0,0,0,0,0,0,0,0
NM,All other and unallocable,"4,092","18,494,629",235,"251,967","4,188","4,327","18,746,596",18746596,18.746596
NY,Financial Administration,"30,306","195,730,686","3,738","6,295,954","31,728","34,044","202,026,640",202026640,202.02664
NY,Other Government Administration,"19,826","125,009,609","11,306","11,714,717","22,578","31,132","136,724,326",136724326,136.724326
NY,Judicial and Legal,"32,226","245,650,605","4,866","9,137,895","33,895","37,092","254,788,500",254788500,254.7885
NY,Police Protection,"83,703","688,174,657","9,727","11,308,661","87,951","93,430","699,483,318",699483318,699.483318
NY,Fire Protection,"25,357","213,629,390","2,593","3,346,262","26,088","27,950","216,975,652",216975652,216.975652
NY,Corrections,"57,710","363,348,556","1,025","2,507,259","58,277","58,735","365,855,815",365855815,365.855815
NY,Highways,"35,249","211,394,033","2,727","3,920,136","36,522","37,976","215,314,169",215314169,215.314169
NY,Air Transportation,"2,250","19,821,009",61,"111,112","2,284","2,311","19,932,121",19932121,19.932121
NY,Sea and Inland Port Facilities,784,"5,389,641",47,"64,192",803,831,"5,453,833",5453833,5.453833
NY,Public Welfare,"45,580","262,517,223","3,074","5,361,287","47,167","48,654","267,878,510",267878510,267.87851
NY,Health,"22,398","139,540,537","2,521","4,508,105","23,687","24,919","144,048,642",144048642,144.048642
NY,Hospitals,"92,468","565,901,051","7,063","25,432,317","96,914","99,531","591,333,368",591333368,591.333368
NY,Social Insurance Administration,"6,822","42,122,622",34,"215,548","6,849","6,856","42,338,170",42338170,42.33817
NY,Solid Waste Management,"14,362","101,197,461","1,329","2,400,256","15,082","15,691","103,597,717",103597717,103.597717
NY,Sewerage,"7,980","55,061,011",334,"509,355","8,109","8,314","55,570,366",55570366,55.570366
NY,Parks and Recreation,"12,282","69,053,899","8,470","11,701,493","15,957","20,752","80,755,392",80755392,80.755392
NY,Housing & Community Development,"15,617","100,204,979",396,"602,919","15,774","16,013","100,807,898",100807898,100.807898
NY,Natural Resources,"3,215","19,468,688",148,"229,474","3,259","3,363","19,698,162",19698162,19.698162
NY,Water Supply,"5,949","40,308,025",492,"595,177","6,096","6,441","40,903,202",40903202,40.903202
NY,Electric Power,"2,312","22,811,952",96,"318,652","2,353","2,408","23,130,604",23130604,23.130604
NY,Gas Supply,12,"71,917",4,"4,443",14,16,"76,360",76360,0.07636
NY,Transit,"68,535","531,771,815",635,"1,251,269","68,920","69,170","533,023,084",533023084,533.023084
NY,Education,"517,611","3,272,387,005","159,999","260,947,499","582,391","677,610","3,533,334,504",3533334504,3533.334504
NY,Libraries,"6,612","35,509,446","8,244","8,963,735","9,818","14,856","44,473,181",44473181,44.473181
NY,State liquor stores,0,0,0,0,0,0,0,0,0
NY,All other and unallocable,"30,778","216,001,393","8,707","11,424,465","33,646","39,485","227,425,858",227425858,227.425858
NC,Financial Administration,"11,759","61,824,852",620,"738,129","11,983","12,379","62,562,981",62562981,62.562981
NC,Other Government Administration,"7,269","35,341,287","2,311","2,135,879","7,767","9,580","37,477,166",37477166,37.477166
NC,Judicial and Legal,"8,011","44,016,029",648,"594,314","8,098","8,659","44,610,343",44610343,44.610343
NC,Police Protection,"31,017","149,716,687","2,057","2,377,713","31,871","33,074","152,094,400",152094400,152.0944
NC,Fire Protection,"9,778","46,960,493","1,364","917,339","10,124","11,142","47,877,832",47877832,47.877832
NC,Corrections,"23,999","98,545,219",375,"456,807","24,169","24,374","99,002,026",99002026,99.002026
NC,Highways,"11,666","55,006,185",225,"280,588","11,776","11,891","55,286,773",55286773,55.286773
NC,Air Transportation,"1,585","8,989,999",305,"420,733","1,705","1,890","9,410,732",9410732,9.410732
NC,Sea and Inland Port Facilities,174,"1,116,217",1,999,175,175,"1,117,216",1117216,1.117216
NC,Public Welfare,"17,691","66,271,394",875,"1,181,496","18,097","18,566","67,452,890",67452890,67.45289
NC,Health,"18,313","81,642,719","1,970","3,064,545","19,113","20,283","84,707,264",84707264,84.707264
NC,Hospitals,"71,805","428,829,026","15,481","44,915,865","77,528","87,286","473,744,891",473744891,473.744891
NC,Social Insurance Administration,973,"5,105,870",36,"80,490",976,"1,009","5,186,360",5186360,5.18636
NC,Solid Waste Management,"4,426","15,611,001","1,363","1,049,612","5,067","5,789","16,660,613",16660613,16.660613
NC,Sewerage,"4,327","18,656,857",130,"174,073","4,384","4,457","18,830,930",18830930,18.83093
NC,Parks and Recreation,"5,332","22,034,786","6,685","4,477,348","7,452","12,017","26,512,134",26512134,26.512134
